EFX Type,CRC-32 Int,CRC Hex
dirt3,2964783164,3C00B7B0
dirt4,785618335,9F95D32E
dirt44,1093315061,F5A92A41
dirt46,2938423513,D9C824AF
dirt5,1507108105,09A5D459
dirt6,3235771571,B3F4DDC0
dirt7,3084567589,25C4DAB7
dirt8,660986292,B4D96527
dirt9,1348659490,22E96250
dirt_00,3416390995,53FDA1CB
dirt_01,3165048261,C5CDA6BC
dirt_PT,3833803701,B53383E4
dirt_imp,3470059177,A9E6D4CE
dirt_imp1,4263169936,90CF1AFE
dirt_leg,2199202701,8D2B1583
dirt_m_dirt02,1666622711,F7A45663
dirt_oku,3966355730,12C969EC
dirt_temae,1051200247,F70AA83E
dirt_ue,1571742568,68E3AE5D
dis,844346745,79B55332
dis0,254978689,81AA320F
dis00,3161043376,B0B169BC
dis00_end,3285516451,A300D5C3
dis00_fast,69140018,32FE1E04
dis00_t,854091125,7565E832
dis01,3413016870,26816ECB
dis1,2016778775,179A3578
dis10,2775744753,F18072A5
dis2,3778857901,ADCB3CE1
dis3,2520513339,3BFB3B96
dis4,140471960,986E5F08
dis6,3864072116,B40F51E6
dis7,2438348578,223F5691
dis8,32055987,B322E901
dis9,1995313701,2512EE76
disR,2895031029,F5AA8EAC
disR1,2628093955,0388A59C
disR_1st,4203375462,666B8AFA
disR_bk,128750507,AB93AC07
disR_near,2790291508,347850A6
dis_1st,1767801785,B9835E69
dis_barrier,1619902399,BFBF8D60
dis_core,2909731527,C7FA6EAD
dis_core0,594807109,45097423
dis_core00,541913530,BAF14C20
dis_core1,1416837587,D3397354
dis_front_far_laser,3607007632,9091FED6
dis_front_laser,1304662319,2F91C34D
dis_hamon,3577560915,533F3DD5
dis_hit,3122555997,5D6C1EBA
dis_hit0,867763081,8903B933
dis_in,1227226210,62FC2549
dis_j1000,2976178970,1AE364B1
dis_j1010,2826949211,5BD27FA8
dis_j102,2164547367,275F0481
dis_j11,3444497008,70DA4ECD
dis_j130,1143434696,C86D2744
dis_j1410,2943777415,877A76AF
dis_j170,541829324,CCA84B20
dis_j20,2439297317,25B96491
dis_j2200,2689964186,9A9855A0
dis_j221,679334470,46D27D28
dis_j30,2290059364,64887F88
dis_j60,4110973985,217C08F5
dis_mod0,1244175704,589D284A
dis_muz00_laser,2592193202,B2BA819A
dis_muz00_laser0,53240758,B6632C03
dis_muz00_laser_t,2534209687,97F80C97
dis_mzl0,2552002251,CB761C98
dis_pow,1735944361,A9687867
dis_pow0,2310296456,8853B489
dis_pow1,4273169182,1E63B3FE
dis_side_laser,954597838,CE01E638
dis_start,2933805679,6F52DEAE
dis_start1,2357043873,A1A27D8C
dis_start2,359985947,1BF37415
dis_start3,1651753869,8DC37362
dis_sub00,2816090973,5D23DAA7
dis_trail,2211414639,6F82CF83
dis_trail0,4216816615,E78357FB
dis_water,3398701882,3A1394CA
dis_yoin00,156036920,38EF4C09
disp_IMP_far,2728648253,3DDEA3A2
disp_far,3119512273,D1FAEFB9
dispwater,1013884121,D9A46E3C
dispwater0,3656004728,7834EAD9
dispwater10,1640305367,D712C561
dist,2122526472,082F837E
dist0,679230385,B13B7C28
dist00,2593640333,8DCF979A
dist000,3041548542,FE584AB5
dist0000,2087298543,EFA5697C
dist01,3985702683,1BFF90ED
dist010,2891016639,BF6951AC
dist02_,1517373109,B546715A
dist02_0,2642937577,E906889D
dist02_1,3935254143,7F368FEA
dist02_10,3867792183,37D389E6
dist02_2,1938188229,C5678673
dist02_20,3450110196,F480A4CD
dist1,1601899303,270B7B5F
dist10,2207055564,CCFE8C83
dist11,4102803034,5ACE8BF4
dist12,1837277152,E09F826D
dist13,444968822,76AF851A
dist14,2229353173,D53AE184
dist2,3329383069,9D5A72C6
dist3,2977262091,0B6A75B1
dist4,789708712,A8FF112F
dist5,1477889854,3ECF1658
dist6,3240074884,849E1FC1
dist7,3055070738,12AE18B6
dist8,648524675,83B3A726
dist9,1369473813,1583A051
dist_00,4139898083,E3D4C1F6
dist_02,416265679,CFB5CF18
dist_12,30704782,8E84D401
dist_3,3791382879,5FE9FBE1
dist_Blade,3573941732,E40506D5
dist_Blade0,2171277512,C8106B81
dist_Blade_L,137452353,415B3108
dist_Blade_L0,654995697,F1700A27
dist_Blade_L1,1343045735,67400D50
dist_Blade_L10,4116695319,17C95FF5
dist_Blade_L2,3372487133,DD1104C9
dist_Blade_L3,3187876171,4B2103BE
dist_Blade_R,4064175650,22663EF2
dist_Blade_R0,4081798958,2E4F4BF3
dist_Blade_R1,2219605944,B87F4C84
dist_Blade_R10,3823585133,6D47E7E3
dist_Blade_R2,491073026,022E451D
dist_Blade_R3,1782718100,941E426A
dist_DamageArea,2708890945,416576A1
dist_IMP_near,1282973188,049E784C
dist_OutLine,223121483,4B904C0D
dist_OutLine0,3353011236,24E4DAC7
dist_absorb,3384810890,8A1DC0C9
dist_af,3614002231,374C69D7
dist_aura,3601935733,752DB1D6
dist_ball,1977338453,55CADB75
dist_ball0,1034767901,1D4EAD3D
dist_ball1,1252687499,8B7EAA4A
dist_damagearea,1310312879,AFC9194E
dist_damagearea0,1627297564,1C97FE60
dist_eye,1340211158,D6FFE14F
dist_front,3409988094,FE4940CB
dist_giza,775922357,B5A23F2E
dist_giza0,2650556429,0D48FC9D
dist_giza1,3942348955,9B78FBEA
dist_giza2,1945250081,2129F273
dist_giza_yoin,3938409163,CB5ABFEA
dist_hamon,3508605883,BB1321D1
dist_hamon0,2059107259,BB7BBB7A
dist_heat,3148702966,F664ADBB
dist_imp,92812556,0C358805
dist_imp0,795538610,B2F46A2F
dist_imp01,1956558958,6EB89E74
dist_imp02,3986155988,D4E997ED
dist_imp020,2810884488,88B18AA7
dist_imp1,1483588644,24C46D58
dist_imp4,671559851,AB300728
dist_in,292245005,0D4E6B11
dist_in0,1484334943,5F277958
dist_inner,1485447361,C1208A58
dist_l,439330106,3AA52F1A
dist_large,1825571510,B602D06C
dist_line0,2507126708,B4B76F95
dist_loop,2696323040,E09FB6A0
dist_near,2007342623,1F9EA577
dist_near0,2879822023,C798A6AB
dist_plural,163082687,BF71B809
dist_pow,3123534546,D25A2DBA
dist_ring,2385868664,7877358E
dist_smk,2656885318,46DA5C9E
dist_sonic,207857529,79A7630C
dist_wave,3689754503,872FEDDB
dist_wave0,1440664320,00CBDE55
dist_wave1,584711062,96FBD922
dist_wave3,3436681914,BA9AD7CC
dist_ww,2705447186,12D941A1
dist_ww0003,2217555525,45362D84
dist_yoin,1797563048,A8A2246B
distline,2716259691,6BD5E6A1
distort,1632934269,7D995461
distort0,135031220,B4690C08
distort00,3940371280,504BDDEA
distort01,2648341446,C67BDA9D
distort02,80947836,7C2AD304
distort1,2131450146,22590B7F
distort2,3858892952,980802E6
distort3,2433038350,0E380591
distort_impact,1502214135,F7F78959
distort_yoin,664007034,7AF19327
distortion,2680525892,4494C59F
distortion0,1475834033,B170F757
distortion00,2598913222,C644E89A
distortion000,1413791597,6DBF4454
distortion0000,361654774,F6698E15
distortion00000,1913842156,ECE91272
distortion01,3991893072,5074EFED
distortion1,552615975,2740F020
distortion_1st,3723263451,DB7DECDD
distortion_D15,1279429601,E18B424C
distortion_D35,2121591139,63E9747E
distortion_klin,4151364841,E9CC70F7
distwat0,2210466797,ED0BC183
dive,1766128575,BFFB4469
dive02,1587779540,D497A35E
dok_anime1,3042980532,B43260B5
dok_anime2,745104142,0E63692C
dok_anime3,1533957016,98536E5B
dok_kihon,3283907753,A974BCC3
dok_nori1,2450024768,40690892
dok_nori10,1352104277,55799750
dok_sitaji,2096667,1BFE1F00
dok_sitaji0,2898060990,BEE6BCAC
dok_sitaji1,3686520360,28D6BBDB
donguri,526818141,5D9B661F
door,1964682194,D2AB1A75
doro,3916475159,17AB70E9
doro0,2783167936,C0C5E3A5
doro00,3172471257,D91118BD
doro000,3647685325,CD426BD9
doro01,3391037775,4F211FCA
doro1,3538220374,56F5E4D2
doro_body,3544742359,D77948D3
doro_body2,3501416078,8E5EB3D0
doro_hand_L,3221309544,684801C0
doro_hand_R,974025995,0B750E3A
doro_kidou,216531655,C702E80C
doro_mod,2513529635,236BD195
doro_ribbon,373397065,49964116
dou,2372581322,CAB76A8D
dou0,1575317941,B571E55D
dou1,719470883,2341E22A
doukutu,14383551,BF79DB00
doukutuON,2885764201,694401AC
doun_smkA,2567492665,39D40899
doun_smkB,99715,83850100
down,3808456644,C46F00E3
down0,3123918442,6A3633BA
down00,2332330972,DC8B048B
down000,2838997720,D8AA37A9
down0000,2927123936,E05D78AE
down1,3442738940,FC0634CD
down2,1413306182,46573D54
down3,591030224,D0673A23
down_GPU,3299228176,103AA6C4
down_hamon,3856639819,4BA7DFE5
down_hamon0,3341973267,137732C7
down_head,913799419,FB787736
down_smk0,697664698,BA849529
down_smk1,1586672684,2CB4925E
dr_dirt,1491108365,0D82E058
dr_fall1,81850793,A9F1E004
dr_fall2,2649333779,13A0E99D
dra_down,4057695255,1784DBF1
dra_up,3095242203,DBA57DB8
dragon_act,1411337631,9F4D1F54
dragon_spiral,2586495247,0FC92A9A
dragon_spiral2,1492281048,D866F258
drill,1578321935,0F48135E
drill0,3057139317,753E38B6
drill1,3242135267,E30E3FC1
drink,4064395054,2EBF41F2
drool_flont,889793434,9A2B0935
drool_middle,3617391515,9B039DD7
drop,2414541533,DDFAEA8F
drop0,3727979583,3F7434DE
drop00,2422286821,E5296190
drop01,3882228083,731966E7
drop02,2121222345,C9486F7E
drop03,157841503,5F786809
drop04,2534206972,FCED0C97
drop05,3758873962,6ADD0BE0
drop06,2030210256,D08C0279
drop1,2838709417,A94433A9
drop10,2306480292,A4187A89
drop11,4269615154,32287DFE
drop12,1735686536,88797467
drop120,3319615431,C74FDDC5
drop13,275990814,1E497310
drop130,3703996038,867EC6DC
drop1300,585027783,C7D0DE22
drop14,2383928509,BDDC178E
drop15,4178635819,2BEC10F9
drop16,1612299665,91BD1960
drop17,387878151,078D1E17
drop18,2275512470,9690A187
drop180,1060284237,4DA7323F
drop1800,780877606,263F8B2E
drop19,4037451776,00A0A6F0
drop2,809112851,13153A30
drop20,2723629927,674B57A2
drop200,4121793308,1C93ADF5
drop21,3578821617,F17B50D5
drop3,1195189637,85253D47
drop30,3142351398,267A4CBB
drop4,3646533670,26B059D9
drop5,2925428912,B0805EAE
drop6,928502026,0AD15737
drop600,4070849472,C03BA4F2
drop6000,3176093223,27564FBD
drop60000,2205076113,91CA6E83
drop600000,2706570676,B4FD52A1
drop6000000,3933476292,C41574EA
drop6000001,2641569106,5225739D
drop6000002,75134184,E8747A04
drop600001,3595947298,22CD55D6
drop6000010,4084147333,85246FF3
drop6000011,2221413395,13146884
drop60000110,2732792166,6619E3A2
drop600002,1331469464,989C5C4F
drop60001,4100585991,07FA69F4
drop600010,3091844341,F5CC49B8
drop6000100,3954606067,F37FB6EB
drop60001000,42345845,75258602
drop600010000,112472890,3A33B406
drop6000100000,3771948333,2D5DD3E0
drop60001001,1971394019,E3158175
drop6000101,2628865893,654FB19C
drop600011,3478060131,63FC4ECF
drop7,1079042460,9CE15040
drop70,3743465250,22BF20DF
drop8,3505388557,0DFCEFD0
drop9,2817051803,9BCCE8A7
dropW0,3135100037,85D4DDBA
dropW00,3148978903,D79AB1BB
dropW1,3453674515,13E4DACD
dropW2,1423160745,A9B5D354
dropW20,2307389525,55F88789
dropW200,1028723247,2F12513D
drop_L,733438874,9A63B72B
drop_L1,1093651715,03CD2F41
drop_L2,3626409145,B99C26D8
drop_R,3518521081,F95EB8D1
drop_R1,2507076316,DCF26E95
drop_R2,208118630,66A3670C
drop_a,1852325871,EF3F686E
drop_hamon,552587104,60CFEF20
drt,84011840,40EB0105
dry,2075170813,FD97B07B
dry0,3853389466,9A0EAEE5
dry00,921101560,F8E4E636
dry01,1105319022,6ED4E141
dry010,2358418727,279D928C
dry1,2460565004,0C3EA992
dry_G,451049231,0F77E21A
dry_after,1027750802,923B423D
dry_in,833141397,95BAA831
dry_line0,349366639,6FE9D214
dry_smk,1621623492,C402A860
dry_smk0,3132136967,079EB0BA
dry_smkG0,3631872672,A0FA79D8
dry_smoke,4248870057,A99C40FD
dry_smoke00,2145592272,D023E37F
dry_tubu,3794164256,205A26E2
dry_tubu_s,3927252851,731F15EA
ds_dirt,2478592424,A851BC93
ds_sand,2879463951,0F22A1AB
dt_P_dirt,3926938506,8A5310EA
dt_dirt,2394513680,1061B98E
dummy,2953514432,C00D0BB0
dummy1,3389704583,87C90ACA
dummy2,1392744509,3D980353
dung,275601630,DE586D10
dust,1807709468,1C75BF6B
dust0,850645910,96D3B332
dust00,1065858318,0EB5873F
dust000,3244202526,1E9A5EC1
dust0000,3692516181,555317DC
dust00000,1023705732,8482043D
dust01,1216382360,98858048
dust1,1169482496,00E3B445
dust10,647791695,4F849C26
dust2,3703419578,BAB2BDDC
dust2nd,2330241863,47ABE48A
dust3,2881126956,2C82BAAB
dust4,903747471,8F17DE35
dust5,1121527577,1927D942
dust6,3687872163,A376D0DB
dust7,2899789365,3546D7AC
dust8,1013472164,A45B683C
dust9,1265593138,326B6F4B
dust_fall_dark,3384634731,6B6DBDC9
dust_fall_light,1237705198,EEE1C549
dust_impact_dark,548877219,A333B720
dust_impact_light,3700662578,32A193DC
dust_last,1613107146,CA0F2660
dust_last0,1560821005,0D3D085D
dust_last00,1479885868,2C443558
dust_last000,341403915,0B695914
dust_last0000,2971643981,4DB01FB1
dust_last00000,772084273,3112052E
dust_last1,705629595,9B0D0F2A
dust_last2,3003538465,215C06B3
dust_ribbon,275234390,56BE6710
ebi_88,3953471993,F931A5EB
ebi_88_2,1632936304,70A15461
ebi_89,2627862895,6F01A29C
ebi_89_2,1620495175,47CB9660
ebi_iki,202144869,657C0C0C
ebi_siru,2293085207,17B4AD88
ebi_siru0,2776766687,DF1882A5
ebi_sizuku,2858247326,9E645DAA
ebiyuge,963302836,B4D56A39
ebiyuge0,3941346796,EC2DECEA
eda,1971769419,4BD08675
eda0,3349294692,642EA2C7
eda_smoke,81683183,EF62DE04
eda_snow,318970101,F5180313
edge,2331585689,992CF98A
edge0,2944459360,60E280AF
edge00,1808060694,16D1C46B
edge2,1099858764,4C838E41
edge20,1509077908,94B3F259
edge3,914994138,DAB38936
edge30,1089045205,D582E940
edge_nearcam,2663338107,7B50BF9E
edge_nearcam0,3784320840,482790E1
edge_nearcam1,2526484446,DE179796
edge_nearcam10,1193564264,68582447
edge_nearcam100,1710751134,9EFDF765
edge_nearcam1000,822835474,12790B31
efx_dead,2078520856,18B6E37B
egg,3083347645,BD26C8B7
egg0,2478716859,BB37BE93
egg1,3837331245,2D07B9E4
egg_yuka00,1572364496,D060B85D
elbow_0,249053304,7840D80E
elbow_1,2044686574,EE70DF79
elbow_2,3772129620,5421D6E0
elbow_3,2547061186,C211D197
ele,3123879514,5A9E32BA
elec,1606400662,96BABF5F
elec0,1072347495,67B9EA3F
elec00,4113575662,EE2E30F5
elec00_imp,1121773068,0CE6DC42
elec00_u00,774495889,91DE292E
elec00_u01,1496247815,07EE2E59
elec01,2184650360,781E3782
elec01_cloud,3192582738,52F24ABE
elec01_cloud0,2734836358,864A02A3
elec01_u0,628061992,28776F25
elec02,457068482,C24F3E1B
elec020,1403563391,7FADA853
elec021,615489001,E99DAF24
elec0210,4281058797,EDC52BFF
elec02_cloud,2409818319,CFE8A28F
elec02_cloud0,764235109,654D8D2D
elec02_u0,937089222,C6D8DA37
elec03,1815707476,547F396C
elec0_2,1844828601,B9D9F56D
elec0_j2,140867629,2D786508
elec1,1223526897,F189ED48
elec10,3962249135,AF1F2BEC
elec14,3947289526,B6DB46EB
elec2,3521435723,4BD8E4D1
elec23,1578048982,D61D0F5E
elec3,2799954141,DDE8E3A6
elec4,948403582,7E7D8738
elec5,1333808616,E84D804F
elec6,3599309906,521C89D6
elec7,2710449348,C42C8EA1
elec8,825307477,55313131
elec9,1177944515,C3013646
elec_,3806840238,AEC5E7E2
elec_0,391469446,86595517
elec_00,571818976,E0431522
elec_01,1427272566,76731255
elec_010,2682975958,D6F6EA9F
elec_02,3424330444,CC221BCC
elec_1,1616013584,10695260
elec_11,1275675191,3742094C
elec_12,3573552013,8D1300D5
elec_13,2718376731,1B2307A2
elec_143,2052471070,1E39567A
elec_144,3828526269,BDAC32E4
elec_2,4183505066,AA385BF9
elec_3,2388396092,3C085C8E
elec_4,272145823,9F9D3810
elec_5,1732226313,09AD3F67
elec_7,2301742117,25CC3189
elec_8,428790196,B4D18E19
elec_9,1854529826,22E1896E
elec_IMP,183693995,ABF2F20A
elec_L,1323721873,9164E64E
elec_R,3035191794,F259E9B4
elec_R0,1977502405,C54ADE75
elec_R1,47807059,537AD902
elec_R2,2614111209,E92BD09B
elec_ac,1943482299,BB2FD773
elec_back,694272713,C9C26129
elec_back_yoin,3302503803,7B35D8C4
elec_eye,3594287867,FB7A3CD6
elec_imp,2622861345,21B0559C
elec_imp0,1781298498,42752C6A
elec_impact,2531658718,DE0BE696
elec_j2,2354026258,12974F8C
elec_j3,4215842692,84A748FB
elec_loop,3857718800,101EF0E5
elec_main,4219981466,9ACE87FB
elec_pre,791003819,ABC2252F
elec_start,389728794,1ACA3A17
elec_sub,4232478614,967F46FC
elec_yoin,778183512,5823622E
elec_yoin_01,2529318775,7757C296
elec_yoin_02,264963789,CD06CB0F
elec_yoin_left,466678486,D6F2D01B
elec_yoin_right,1248899847,07B3704A
em_smoke,2584413993,29070B9A
ember,1284591549,BD4F914C
embers,2089844472,F87E907C
emi,2862605104,30E39FAA
emi0,11182051,E39FAA00
emissive0,1091007923,B3750741
emissive00,1961940463,EFD5F074
en_smk,4293684574,5E6DECFF
en_smk0,2868224050,32A0F5AA
en_smk00,4003763340,8C94A4EE
en_smk1,3723661476,A490F2DD
en_smk10,4156532173,CDA5BFF7
en_smk3,872214920,88F1FC33
end,4278438990,4ECC03FF
end_GPU_line00,1396483053,EDA33C53
end_RBN_thunder00,2225406418,D201A584
end_action,3358070949,A51828C8
end_fall,711830711,B7AC6D2A
end_fire,2313386612,747AE389
end_imp,2976872425,E9776FB1
end_smk,716937379,A398BB2A
end_smk0,1764522342,66792C69
end_smoke0,3416692189,DD95A6CB
end_suji,1890931647,BF53B570
end_thunder00,1718191093,F5836966
end_wat0,571349451,CB190E22
endfire,2630560439,B72ACB9C
endfire0,1933630889,A9DD4073
enkei,3683652144,301290DB
enkei01,2724702946,E2AA67A2
enkei10,3430656821,35AB7BCC
enkei100,1889963812,248FA670
enkei2,4006998334,3EF1D5EE
enkei20,3881236726,F6F856E7
enkei200,1927295357,7D31E072
enkei_smk,1076062782,3E6A2340
enkei_smk0,3891793517,6D0EF8E7
enter1,3599772887,D72C90D6
enter2,1335459181,6D7D994F
entrance,2015731318,769E2578
entrance0,2680668475,3BC1C79F
entrance1,3904958893,ADF1C0E8
etc_smk,987129166,4E65D63A
ex_Extern1,3774592635,7BB6FBE0
ex_Extern2,2045962177,C1E7F279
ex_GPUP,553067172,A422F720
ex_MOD,853195935,9FBCDA32
ex_MOD2,2824144361,E90555A8
ex_decal,850427511,777EB032
ex_decal2,109315425,61058406
ex_decal3,1904424439,F7358371
ex_foot_act,2697421488,B062C7A0
ex_leftfire,136418703,8F952108
ex_md,1005101450,8AA1E83B
ex_md0,730837555,33B28F2B
ex_smoke,2951590976,40B4EDAF
ex_top,2907746967,97B250AD
ex_top1,1058559599,6F56183F
ex_under_,3292682001,115742C4
ex_under_0,1286427145,0952AD4C
ex_under_00,1598629210,5A25495F
ex_under_1,1001022111,9F62AA3B
ex_under_m0,1348208195,43065C50
ex_under_m1,660289237,D5365B27
exm_MOD,3501369527,B7A8B2D0
exm_MOD2,2634204423,07C5029D
exm_decal,1966597832,C8E63775
exm_decal2,1562193124,E42C1D5D
exm_smoke,3899272447,FF2C6AE8
exp_GPU,3804188734,3E50BFE2
exp_bomb,3447448533,D5E37BCD
exp_bomb0,3501026580,146DADD0
exp_bomb1,2812960130,825DAAA7
exp_bomb3,1235500206,AE3CA449
exp_bomb5,2697435547,9B99C7A0
exp_bomb6,969852961,21C8CE39
exp_core,653860749,8D1FF926
exp_dirt,3574823796,747B13D5
exp_dirt0,1902417650,F2966471
exp_end,3379419639,F7D96DC9
exp_fire,363500301,0D93AA15
exp_fire0,1484646018,82E67D58
exp_fire1,796579348,14D67A2F
exp_fire2,3061024686,AE8773B6
exp_fire3,3245651768,38B774C1
exp_fire4,1594892955,9B22105F
exp_fire_near,1500786510,4E2F7459
exp_mod,3731208462,0EB965DE
exp_mod0,3250550802,1278BFC1
exp_smoke,3999519217,F1D163EE
exp_stn,2168329712,F0153E81
exp_stn0,2615540901,A5FCE59B
exp_stn1,3974286387,33CCE2EC
exp_stn10,2581967734,76B3E599
exp_stn11,4007822304,E083E2EE
exp_stn2,1978375561,899DEB75
exp_stn3,49065247,1FADEC02
exp_stn4,2626173116,BC38889C
exp_stn5,3952019498,2A088FEB
exp_stn6,1921407376,90598672
exp_stn7,92367110,06698105
exp_stn8,2503898263,97743E95
exp_stn9,3795403777,014439E2
exp_toge1,182201521,B12CDC0A
exp_yoin,666483300,64BAB927
expand,1278052696,58892D4C
expand0,1126548707,E3C42543
expand1,874706037,75F42234
expl_BTM,3162203311,AF647BBC
expl_L,3072177475,43B51DB7
expl_M1,2812755172,E43CA7A7
expl_M2,1051618654,5E6DAE3E
expl_Middle,3673284640,20E0F1DA
expl__BTM,1868562856,A801606F
expl_bottom,3397553533,7D8D82CA
expl_impact,2278834142,DE3FD487
expl_impact1,808594390,D62B3230
expl_impact2,2839247468,6C7A3BA9
expl_top,4165426852,A45E47F8
expl_yoin,304291125,351D2312
explosion,2389221091,E39E688E
explosion0,525659120,F0EB541F
explosion1,1750326118,66DB5368
explosion2,4049242844,DC8A5AF1
explosion3,2254289482,4ABA5D86
explosion4,406401001,E92F3918
explosion5,1866342271,7F1F3E6F
explosion6,4130819781,C54E37F6
ext_decal,2272346069,D53F7187
ext_decal2,1055459044,E406E93E
ext_decal3,1240348274,7236EE49
exw_decal,3063489864,482599B6
exw_decal2,2959474951,070166B0
eye,2374465614,4E78878D
eye0,3073432387,43DB30B7
eye2,1497283183,6FBA3E59
eye_L,1919769122,225A6D72
eye_R,2288150337,41676288
eye_effect,1032792803,E32A8F3D
eye_elec,408438583,37475818
eye_l,1224964842,EA7A0349
eye_lenz,3978183225,39421EED
eye_m,1040468604,7C4A043E
eyelight_L1,36044553,09FF2502
eyelight_L2,2603396787,B3AE2C9B
eyelight_R1,3596927190,D6C064D6
eyelight_R2,1332580716,6C916D4F
eyesmk0,1605841462,3632B75F
eyesmk00,3913028103,07123CE9
eyesmk2,2981712666,1A53B9B1
f_FILTER,1731865036,CC293A67
f_GPU,1756296849,91F6AE68
f_GPU00,3306914435,83821BC5
f_GPU01,2988225045,15B21CB2
f_LIGHT,759269926,268A412D
f_P_dirt,1445625523,B37E2A56
f_P_plume,1394025330,72231753
f_P_tsubu,885182160,D0CEC234
f_RBN_imp00,1257669414,2683F64A
f_RBN_imp01,1039250352,B0B3F13D
f_RBN_smk,1685725955,03237A64
f_RBN_smk00,1893023892,9440D570
f_RBN_smk01,131231746,0270D207
f_RBN_smk1,3367185315,A32BB3C8
f_black00,3913958518,76444AE9
f_black_smoke,1029717089,613C603D
f_core00,3128158751,1FEA73BA
f_core01,3446987401,89DA74CD
f_coredis,1148337896,E83E7244
f_cotton,856441324,EC410C33
f_dacal,3933642875,7BA076EA
f_decal,1695823660,2C371465
f_decal0,342116472,78486414
f_decal00,2014555626,EAAD1378
f_decal01,253009276,7C9D140F
f_decal02,2518535366,C6CC1D96
f_decal1,1667463406,EE786363
f_decall00,64552883,B3FFD803
f_decall00_g0,3081847711,9F43B1B7
f_decall00_g1,3233182473,0973B6C0
f_decall01,1960824613,25CFDF74
f_dimp00,983632213,5509A13A
f_dirt,2482033835,ABD4F093
f_dis00_g0,2429636967,6751D190
f_dis01_g0,678245890,02366D28
f_fall,4039633425,11EAC7F0
f_fall_tubu0,1712956925,FDA51966
f_hand_smk0,4094081819,1BBB06F4
f_ice,2295318759,E7C8CF88
f_ice1,1865988137,29B8386F
f_ice2,4130466195,93E931F6
f_imp,2073100674,8201917B
f_imp0,622085025,A1431425
f_imp00,2267920273,91B72D87
f_imp00_g0,2031030795,0B120F79
f_imp00_near,3319740587,AB38DFC5
f_imp01_near,243526414,0EEB830E
f_imp_core,3003839524,24F40AB3
f_imp_core0,443145865,89DE691A
f_imp_horn,4091128493,ADAAD9F3
f_impsmk,539371061,35262620
f_impsmk0,1883951785,A9D24A70
f_impsmk1,122544703,3FE24D07
f_impsmk10,2427998323,7350B890
f_impsmk2,2655302533,85B3449E
f_impsmkY,1143212885,550B2444
f_impsmkY0,1033679324,DCB19C3D
f_impsmkY1,1251705162,4A819B4A
f_impsmk_y0,2360850972,1CBAB78C
f_impsmkr,3902337557,15F298E8
f_impsmkr0,1273777333,B54CEC4B
f_impsmkr1,1022065699,237CEB3C
f_impsmoke,3437553674,0AE8E4CC
f_impsmoke0,3334487386,5A3DC0C6
f_imptubu,685512334,8E16DC28
f_insmk,1685196099,430D7264
f_main_smk,3445320795,5B6C5BCD
f_main_smk0,3668829116,BCE3ADDA
f_mod00,3280720502,76D28BC3
f_mod01,3029132000,E0E28CB4
f_moya,1683806899,B3DA5C64
f_moya0,1960152640,408ED574
f_moya1,64143062,D6BED203
f_moya2,2598104940,6CEFDB9A
f_moya_core,2318618631,0750338A
f_moya_core1,3476072137,C9A630CF
f_moya_ring0,3889581863,274FD6E7
f_moya_ring00,2201244552,88533483
f_moya_yoin,2339632622,EEF5738B
f_moya_yoin0,1642105894,268CE061
f_plume,1086218638,8E61BE40
f_plume1,1537085564,7C109E5B
f_plume2,3264692678,C64197C2
f_plume3,3046142288,507190B5
f_plume4,737469683,F3E4F42B
f_ring0,4231906236,BCC33DFC
f_ring_moya0,3744443452,3CAC2FDF
f_ring_moya00,157901703,87636909
f_ring_moya000,1426870092,4C4F0C55
f_ring_moya0000,1508258136,5831E659
f_ring_nokori,2945148896,E0678BAF
f_ring_nokori0,2256296371,B3597C86
f_ring_smk,1262113650,72533A4B
f_ring_smk0,2560170735,EF1A9998
f_ring_smk00,385111647,5F56F416
f_ring_smk_imp,1062548754,1235553F
f_rock,1021218495,BF8EDE3C
f_rock0,2101035071,3F403B7D
f_rock000,3617394888,C8109DD7
f_rock01,3888453191,4716C5E7
f_rock1,171733161,A9703C0A
f_sky_mod00,271028864,80922710
f_smk,3762679496,C8EE45E0
f_smk0,3011919808,C03F86B3
f_smk00,3171841059,23740EBD
f_smk00_g,120900138,2ACA3407
f_smk00_g0,4251307440,B0CD65FD
f_smk00_g1,2321743142,26FD628A
f_smk00_g2,325823644,9CAC6B13
f_smk01,3389605045,B54409CA
f_smk01_g,116826141,1DA0F606
f_smk01_g0,1171892949,D5AAD945
f_smk01_g1,853449283,439ADE32
f_smk01_st,449247241,09F8C61A
f_smk02,1392514319,0F150053
f_smk02_g0,1466697019,3B056C57
f_smk03,604448153,99250724
f_smk04,3127095354,3AB063BA
f_smk1,3296792406,560F81C4
f_smk2,1569218284,EC5E885D
f_smk3,714043002,7A6E8F2A
f_smk4,3035364313,D9FBEBB4
f_smk5,3287075663,4FCBECC3
f_smk6,1524996853,F59AE55A
f_smk9,3394930532,64875ACA
f_smkY,2280187452,3CE6E887
f_smk_00,3347628983,B7C388C7
f_smk_01,2962223905,21F38FB0
f_smk_010,1778429697,01AF006A
f_smk_0100,1370751125,9500B451
f_smk_0101,649277443,0330B326
f_smk_0102,3216662969,B961BABF
f_smk_011,487038871,979F071D
f_smk_012,2215562797,2DCE0E84
f_smk_02,696689307,9BA28629
f_smk_04,3236235182,AE07E5C0
f_smk_core,929049503,9F2B6037
f_smk_core0,1180622418,52DE5E46
